title,year,score,runtime,rating,genre,gross,director
"
441.
Summer Magic
(1963)
",(1963),6.9,110 min,Approved,"
Comedy, Family, Musical            ","2,674","
    Director:
James Neilson
| 
    Stars:
Hayley Mills, 
Dorothy McGuire, 
Burl Ives, 
Deborah Walley
"
"
442.
Yellowstone Cubs
(1963)
",(1963),6.7,48 min,Not Rated,"
Adventure, Family            ",316,"
    Director:
Charles L. Draper
| 
    Stars:
Rex Allen, 
Joe Way
"
"
443.
Miracle of the White Stallions
(1963)
",(1963),6.5,118 min,NA,"
Adventure, Drama, Family            ",780,"
    Director:
Arthur Hiller
| 
    Stars:
Robert Taylor, 
Lilli Palmer, 
Curd Jürgens, 
Eddie Albert
"
"
444.
Son of Flubber
(1962)
",(1962),6,100 min,Approved,"
Comedy, Family, Sci-Fi            ","3,161","
    Director:
Robert Stevenson
| 
    Stars:
Fred MacMurray, 
Nancy Olson, 
Keenan Wynn, 
Tommy Kirk
"
"
445.
In Search of the Castaways
(1962)
",(1962),6.5,98 min,Approved,"
Adventure, Family, Fantasy            ","3,394","
    Director:
Robert Stevenson
| 
    Stars:
Hayley Mills, 
Maurice Chevalier, 
George Sanders, 
Wilfrid Hyde-White
"
"
446.
The Legend of Lobo
(1962)
",(1962),6.7,67 min,Approved,"
Adventure, Family            ",567,"
    Director:
James Algar
| 
    Stars:
Rex Allen, 
Ingvald Lieberkind, 
Robert Dalban
"
"
447.
Almost Angels
(1962)
",(1962),6.4,93 min,Not Rated,"
Comedy, Family, Music            ",647,"
    Director:
Steve Previn
| 
    Stars:
Vincent Winter, 
Sean Scully, 
Peter Weck, 
Hans Holt
"
"
448.
Big Red
(1962)
",(1962),6.3,89 min,Not Rated,"
Adventure, Drama, Family            ",825,"
    Director:
Norman Tokar
| 
    Stars:
Walter Pidgeon, 
Gilles Payant, 
Émile Genest, 
Janette Bertrand
"
"
449.
Bon Voyage!
(1962)
",(1962),5.6,130 min,Not Rated,"
Adventure, Comedy, Drama            ",744,"
    Director:
James Neilson
| 
    Stars:
Fred MacMurray, 
Jane Wyman, 
Michael Callan, 
Deborah Walley
"
"
450.
Moon Pilot
(1962)
",(1962),5.4,98 min,Not Rated,"
Comedy, Family, Sci-Fi            ",518,"
    Director:
James Neilson
| 
    Stars:
Tom Tryon, 
Brian Keith, 
Edmond O'Brien, 
Dany Saval
"
"
451.
Babes in Toyland
(1961)
",(1961),6.1,106 min,Approved,"
Comedy, Family, Fantasy            ","4,680","
    Director:
Jack Donohue
| 
    Stars:
Ray Bolger, 
Tommy Sands, 
Annette Funicello, 
Ed Wynn
"
"
452.
Greyfriars Bobby: The True Story of a Dog
(1961)
",(1961),7.2,87 min,Approved,"
Drama, Family            ","1,795","
    Director:
Don Chaffey
| 
    Stars:
Donald Crisp, 
Laurence Naismith, 
Alex Mackenzie, 
Duncan Macrae
"
"
453.
Nikki, Wild Dog of the North
(1961)
",(1961),6.7,74 min,G,"
Adventure, Family            ",500,"
    Directors:
Jack Couffer, 
Don Haldane
| 
    Stars:
Jean Coutu, 
Émile Genest, 
Uriel Luft, 
Robert Rivard
"
"
454.
The Parent Trap
(1961)
",(1961),7.2,129 min,Passed,"
Comedy, Family, Romance            ","23,452","
    Director:
David Swift
| 
    Stars:
Hayley Mills, 
Maureen O'Hara, 
Brian Keith, 
Charles Ruggles
"
"
455.
The Absent Minded Professor
(1961)
",(1961),6.7,92 min,Approved,"
Comedy, Family, Sci-Fi            ","9,067","
    Director:
Robert Stevenson
| 
    Stars:
Fred MacMurray, 
Nancy Olson, 
Keenan Wynn, 
Tommy Kirk
"
"
456.
Swiss Family Robinson
(1960)
",(1960),7.1,126 min,G,"
Adventure, Family            ","17,782","
    Director:
Ken Annakin
| 
    Stars:
John Mills, 
Dorothy McGuire, 
James MacArthur, 
Janet Munro
"
"
457.
Ten Who Dared
(1960)
",(1960),5.5,92 min,Not Rated,"
Adventure, Family, Western            ",298,"
    Director:
William Beaudine
| 
    Stars:
Brian Keith, 
John Beal, 
James Drury, 
R.G. Armstrong
"
"
458.
Jungle Cat
(1960)
",(1960),7.2,69 min,Approved,"
Documentary, Family            ",403,"
    Director:
James Algar
| 
    Star:
Winston Hibler
"
"
459.
Pollyanna
(1960)
",(1960),7.4,134 min,Approved,"
Comedy, Drama, Family            ","11,128","
    Director:
David Swift
| 
    Stars:
Jane Wyman, 
Hayley Mills, 
Richard Egan, 
Karl Malden
"
"
460.
Third Man on the Mountain
(1959)
",(1959),7,107 min,Approved,"
Adventure, Drama, Family            ","1,198","
    Director:
Ken Annakin
| 
    Stars:
Michael Rennie, 
James MacArthur, 
Janet Munro, 
James Donald
"
"
461.
Darby O'Gill and the Little People
(1959)
",(1959),7.1,93 min,G,"
Adventure, Family, Fantasy            ","9,007","
    Director:
Robert Stevenson
| 
    Stars:
Albert Sharpe, 
Janet Munro, 
Sean Connery, 
Jimmy O'Dea
"
"
462.
The Shaggy Dog
(1959)
",(1959),6.4,104 min,Approved,"
Comedy, Family, Fantasy            ","5,470","
    Director:
Charles Barton
| 
    Stars:
Fred MacMurray, 
Jean Hagen, 
Tommy Kirk, 
Annette Funicello
"
"
463.
Sleeping Beauty
(1959)
",(1959),7.2,75 min,G,"
Animation, Adventure, Family            ","158,245","
    Directors:
Les Clark, 
Clyde Geronimi, 
Eric Larson, 
Wolfgang Reitherman, 
Hamilton Luske
| 
    Stars:
Mary Costa, 
Bill Shirley, 
Eleanor Audley, 
Verna Felton
"
"
464.
Tonka
(1958)
",(1958),6.2,97 min,Approved,"
Adventure, Drama, Family            ",502,"
    Director:
Lewis R. Foster
| 
    Stars:
Sal Mineo, 
Philip Carey, 
Jerome Courtland, 
H.M. Wynant
"
"
465.
The Sign of Zorro
(1958)
",(1958),6.9,91 min,G,"
Adventure, Drama, Family            ","1,218","
    Directors:
Lewis R. Foster, 
Norman Foster
| 
    Stars:
Guy Williams, 
Henry Calvin, 
Gene Sheldon, 
Romney Brent
"
"
466.
White Wilderness
(1958)
",(1958),5.4,72 min,Approved,"
Documentary, Family            ",519,"
    Director:
James Algar
| 
    Stars:
Winston Hibler, 
Volmer Sørensen
"
"
467.
The Light in the Forest
(1958)
",(1958),6.4,83 min,Approved,"
Adventure, Drama, Family            ",682,"
    Director:
Herschel Daugherty
| 
    Stars:
Fess Parker, 
Wendell Corey, 
Joanne Dru, 
James MacArthur
"
"
468.
Hans Brinker and the Silver Skates
(1958 TV Movie)
",(1958 TV Movie),7.5,90 min,NA,"
Family, Musical            ",80,"
    Directors:
Sidney Lumet, 
George Schaefer
| 
    Stars:
Florence Anglin, 
Dick Button, 
Matt Crowley, 
John Fiedler
"
"
469.
Old Yeller
(1957)
",(1957),7.2,83 min,Approved,"
Adventure, Drama, Family            ","14,784","
    Director:
Robert Stevenson
| 
    Stars:
Dorothy McGuire, 
Fess Parker, 
Tommy Kirk, 
Jeff York
"
"
470.
Johnny Tremain
(1957)
",(1957),6.4,80 min,Approved,"
Adventure, Family, War            ","1,913","
    Director:
Robert Stevenson
| 
    Stars:
Hal Stalmaster, 
Luana Patten, 
Jeff York, 
Sebastian Cabot
"
"
471.
Westward Ho, the Wagons!
(1956)
",(1956),5.7,90 min,Approved,"
Family, Western            ",393,"
    Director:
William Beaudine
| 
    Stars:
Fess Parker, 
Kathleen Crowley, 
Jeff York, 
David Stollery
"
"
472.
Secrets of Life
(1956)
",(1956),7.3,70 min,Passed,"
Documentary, Family            ",329,"
    Director:
James Algar
| 
    Star:
Winston Hibler
"
"
473.
Davy Crockett and the River Pirates
(1956)
",(1956),6.6,81 min,Approved,"
Adventure, Comedy, Drama            ","2,387","
    Director:
Norman Foster
| 
    Stars:
Fess Parker, 
Buddy Ebsen, 
Jeff York, 
Kenneth Tobey
"
"
474.
The Great Locomotive Chase
(1956)
",(1956),6.8,85 min,Approved,"
Action, Adventure, Family            ","1,349","
    Director:
Francis D. Lyon
| 
    Stars:
Fess Parker, 
Jeffrey Hunter, 
Jeff York, 
John Lupton
"
"
475.
The Littlest Outlaw
(1955)
",(1955),6.1,73 min,Not Rated,"
Drama, Family            ",285,"
    Director:
Roberto Gavaldón
| 
    Stars:
Pedro Armendáriz, 
Joseph Calleia, 
Rodolfo Acosta, 
Andrés Velázquez
"
"
476.
The African Lion
(1955)
",(1955),7.2,75 min,G,"
Family, Documentary            ",571,"
    Director:
James Algar
| 
    Star:
Winston Hibler
"
"
477.
Lady and the Tramp
(1955)
",(1955),7.3,76 min,G,"
Animation, Adventure, Comedy            ","145,580","
    Directors:
Clyde Geronimi, 
Wilfred Jackson, 
Hamilton Luske, 
Jack Cutting
| 
    Stars:
Barbara Luddy, 
Larry Roberts, 
Peggy Lee, 
Bill Thompson
"
"
478.
Davy Crockett: King of the Wild Frontier
(1955)
",(1955),6.9,93 min,Approved,"
Adventure, Drama, Family            ","4,739","
    Director:
Norman Foster
| 
    Stars:
Fess Parker, 
Buddy Ebsen, 
Basil Ruysdael, 
Hans Conried
"
"
479.
The Vanishing Prairie
(1954)
",(1954),7.2,71 min,Approved,"
Documentary, Family            ",775,"
    Director:
James Algar
| 
    Star:
Winston Hibler
"
"
480.
20,000 Leagues Under the Sea
(1954)
",(1954),7.2,127 min,G,"
Adventure, Drama, Family            ","36,465","
    Director:
Richard Fleischer
| 
    Stars:
Kirk Douglas, 
James Mason, 
Paul Lukas, 
Peter Lorre
"
"
481.
The Living Desert
(1953)
",(1953),7.4,69 min,G,"
Family, Documentary            ","1,676","
    Director:
James Algar
| 
    Star:
Winston Hibler
"
"
482.
Rob Roy: The Highland Rogue
(1953)
",(1953),6.3,81 min,Approved,"
Adventure, Biography, Drama            ",643,"
    Director:
Harold French
| 
    Stars:
Richard Todd, 
Glynis Johns, 
James Robertson Justice, 
Michael Gough
"
"
483.
The Sword and the Rose
(1953)
",(1953),6.3,92 min,Approved,"
Adventure, Drama, Family            ",967,"
    Director:
Ken Annakin
| 
    Stars:
Richard Todd, 
Glynis Johns, 
James Robertson Justice, 
Michael Gough
"
"
484.
Peter Pan
(1953)
",(1953),7.3,77 min,G,"
Animation, Adventure, Family            ","150,338","
    Directors:
Clyde Geronimi, 
Wilfred Jackson, 
Hamilton Luske, 
Jack Kinney
| 
    Stars:
Bobby Driscoll, 
Kathryn Beaumont, 
Hans Conried, 
Bill Thompson
"
"
485.
The Story of Robin Hood and His Merrie Men
(1952)
",(1952),6.6,84 min,Approved,"
Action, Adventure, Family            ","2,245","
    Director:
Ken Annakin
| 
    Stars:
Richard Todd, 
Joan Rice, 
Peter Finch, 
James Hayter
"
"
486.
Alice in Wonderland
(1951)
",(1951),7.3,75 min,G,"
Animation, Adventure, Comedy            ","151,168","
    Directors:
Clyde Geronimi, 
Wilfred Jackson, 
Hamilton Luske, 
Jack Kinney
| 
    Stars:
Kathryn Beaumont, 
Ed Wynn, 
Richard Haydn, 
Sterling Holloway
"
"
487.
Treasure Island
(1950)
",(1950),6.9,96 min,PG,"
Adventure, Family            ","9,220","
    Director:
Byron Haskin
| 
    Stars:
Bobby Driscoll, 
Robert Newton, 
Basil Sydney, 
Walter Fitzgerald
"
"
488.
Cinderella
(1950)
",(1950),7.3,74 min,G,"
Animation, Family, Fantasy            ","171,140","
    Directors:
Clyde Geronimi, 
Wilfred Jackson, 
Hamilton Luske
| 
    Stars:
Ilene Woods, 
James MacDonald, 
Eleanor Audley, 
Verna Felton
"
"
489.
The Adventures of Ichabod and Mr. Toad
(1949)
",(1949),6.9,68 min,Approved,"
Animation, Comedy, Family            ","17,525","
    Directors:
James Algar, 
Clyde Geronimi, 
Jack Kinney
| 
    Stars:
Bing Crosby, 
Basil Rathbone, 
Eric Blore, 
John McLeish
"
"
490.
So Dear to My Heart
(1948)
",(1948),6.7,79 min,Passed,"
Animation, Drama, Family            ","1,621","
    Directors:
Harold D. Schuster, 
Hamilton Luske
| 
    Stars:
Burl Ives, 
Beulah Bondi, 
Bobby Driscoll, 
Luana Patten
"
"
491.
Melody Time
(1948)
",(1948),6.1,75 min,Approved,"
Animation, Comedy, Family            ","6,750","
    Directors:
Clyde Geronimi, 
Wilfred Jackson, 
Jack Kinney, 
Hamilton Luske
| 
    Stars:
Roy Rogers, 
Trigger, 
Dennis Day, 
Laverne Andrews
"
"
492.
Fun and Fancy Free
(1947)
",(1947),6.4,73 min,Approved,"
Animation, Adventure, Comedy            ","9,160","
    Directors:
Jack Kinney, 
Hamilton Luske, 
William Morgan, 
Bill Roberts
| 
    Stars:
Edgar Bergen, 
Dinah Shore, 
Luana Patten, 
Anita Gordon
"
"
493.
Make Mine Music
(1946)
",(1946),6.2,75 min,Passed,"
Animation, Adventure, Comedy            ","4,831","
    Directors:
Robert Cormack, 
Clyde Geronimi, 
Jack Kinney, 
Hamilton Luske, 
Joshua Meador
| 
    Stars:
Nelson Eddy, 
Dinah Shore, 
Laverne Andrews, 
Maxene Andrews
"
"
494.
The Three Caballeros
(1944)
",(1944),6.3,71 min,Approved,"
Animation, Comedy, Family            ","15,246","
    Directors:
Norman Ferguson, 
Clyde Geronimi, 
Jack Kinney, 
Bill Roberts, 
Harold Young
| 
    Stars:
Aurora Miranda, 
Carmen Molina, 
Dora Luz, 
Sterling Holloway
"
"
495.
Bambi
(1942)
",(1942),7.3,69 min,G,"
Animation, Adventure, Drama            ","151,673","
    Directors:
James Algar, 
Samuel Armstrong, 
David Hand, 
Graham Heid, 
Bill Roberts, 
Paul Satterfield, 
Norman Wright, 
Arthur Davis, 
Clyde Geronimi
| 
    Stars:
Hardie Albright, 
Stan Alexander, 
Bobette Audrey, 
Peter Behn
"
"
496.
Dumbo
(1941)
",(1941),7.2,64 min,G,"
Animation, Adventure, Drama            ","139,883","
    Directors:
Samuel Armstrong, 
Norman Ferguson, 
Wilfred Jackson, 
Jack Kinney, 
Bill Roberts, 
Ben Sharpsteen, 
John Elliotte
| 
    Stars:
Sterling Holloway, 
Edward Brophy, 
Herman Bing, 
Billy Bletcher
"
"
497.
The Reluctant Dragon
(I) (1941)
",(I) (1941),6.7,74 min,Approved,"
Animation, Comedy, Family            ","3,734","
    Directors:
Alfred L. Werker, 
Hamilton Luske, 
Jack Cutting, 
Ub Iwerks, 
Jack Kinney
| 
    Stars:
Robert Benchley, 
Frances Gifford, 
Buddy Pepper, 
Nana Bryant
"
"
498.
Fantasia
(1940)
",(1940),7.7,124 min,G,"
Animation, Family, Fantasy            ","102,214","
    Directors:
James Algar, 
Samuel Armstrong, 
Ford Beebe Jr., 
Norman Ferguson, 
David Hand, 
Jim Handley, 
T. Hee, 
Wilfred Jackson, 
Hamilton Luske, 
Bill Roberts, 
Paul Satterfield, 
Ben Sharpsteen
| 
    Stars:
Leopold Stokowski, 
Deems Taylor, 
The Philadelphia Orchestra, 
Corey Burton
"
"
499.
Pinocchio
(1940)
",(1940),7.5,88 min,G,"
Animation, Adventure, Comedy            ","157,012","
    Directors:
Norman Ferguson, 
T. Hee, 
Wilfred Jackson, 
Jack Kinney, 
Hamilton Luske, 
Bill Roberts, 
Ben Sharpsteen
| 
    Stars:
Dickie Jones, 
Christian Rub, 
Mel Blanc, 
Don Brodie
"
"
500.
Snow White and the Seven Dwarfs
(1937)
",(1937),7.6,83 min,Approved,"
Animation, Adventure, Family            ","212,076","
    Directors:
William Cottrell, 
David Hand, 
Wilfred Jackson, 
Larry Morey, 
Perce Pearce, 
Ben Sharpsteen
| 
    Stars:
Adriana Caselotti, 
Harry Stockwell, 
Lucille La Verne, 
Roy Atwell
"
